model_uid,model_source,model_name,weights,architecture,train_task,train_data,architecture_type,task_cluster,modality,architecture_display,train_task_display,train_data_display,display_name,description,model_source_url,weights_url
timm_mobilenetv2_050,timm,mobilenetv2_050,,mobilenetv2_050,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV2-050,Image-Classification,ImageNet1K,MobileNetV2-050-ImageNet1K,MobileNetV2-050 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv2_100,timm,mobilenetv2_100,,mobilenetv2_100,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV2-100,Image-Classification,ImageNet1K,MobileNetV2-100-ImageNet1K,MobileNetV2-100 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv2_110d,timm,mobilenetv2_110d,,mobilenetv2_110d,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV2-110D,Image-Classification,ImageNet1K,MobileNetV2-110D-ImageNet1K,MobileNetV2-110D trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv2_120d,timm,mobilenetv2_120d,,mobilenetv2_120d,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV2-120D,Image-Classification,ImageNet1K,MobileNetV2-120D-ImageNet1K,MobileNetV2-120D trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv2_140,timm,mobilenetv2_140,,mobilenetv2_140,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV2-140,Image-Classification,ImageNet1K,MobileNetV2-140-ImageNet1K,MobileNetV2-140 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv3_large_100,timm,mobilenetv3_large_100,,mobilenetv3_large_100,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV3-Large-100,Image-Classification,ImageNet1K,MobileNetV3-Large-100-ImageNet1K,MobileNetV3-Large-100 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv3_large_100_miil,timm,mobilenetv3_large_100_miil,,mobilenetv3_large_100,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,MobileNetV3-Large-100,Image-Classification,ImageNet1K+ImageNet21K,MobileNetV3-Large-100-ImageNet1K+ImageNet21K,MobileNetV3-Large-100 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv3_large_100_miil_in21k,timm,mobilenetv3_large_100_miil_in21k,,mobilenetv3_large_100,image_classification,"['imagenet1k', 'imagenet21k']",Convolutional,Supervised,Vision,MobileNetV3-Large-100,Image-Classification,ImageNet1K+ImageNet21K,MobileNetV3-Large-100-ImageNet1K+ImageNet21K,MobileNetV3-Large-100 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv3_rw,timm,mobilenetv3_rw,,mobilenetv3_rw,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV3-RW,Image-Classification,ImageNet1K,MobileNetV3-RW-ImageNet1K,MobileNetV3-RW trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv3_small_050,timm,mobilenetv3_small_050,,mobilenetv3_small_050,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV3-Small-050,Image-Classification,ImageNet1K,MobileNetV3-Small-050-ImageNet1K,MobileNetV3-Small-050 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv3_small_075,timm,mobilenetv3_small_075,,mobilenetv3_small_075,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV3-Small-075,Image-Classification,ImageNet1K,MobileNetV3-Small-075-ImageNet1K,MobileNetV3-Small-075 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilenetv3_small_100,timm,mobilenetv3_small_100,,mobilenetv3_small_100,image_classification,imagenet1k,Convolutional,Supervised,Vision,MobileNetV3-Small-100,Image-Classification,ImageNet1K,MobileNetV3-Small-100-ImageNet1K,MobileNetV3-Small-100 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevit_s,timm,mobilevit_s,,mobilevit_s,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViT-S,Image-Classification,ImageNet1K,MobileViT-S-ImageNet1K,MobileViT-S trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevit_xs,timm,mobilevit_xs,,mobilevit_xs,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViT-XS,Image-Classification,ImageNet1K,MobileViT-XS-ImageNet1K,MobileViT-XS trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevit_xxs,timm,mobilevit_xxs,,mobilevit_xxs,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViT-XXS,Image-Classification,ImageNet1K,MobileViT-XXS-ImageNet1K,MobileViT-XXS trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_050,timm,mobilevitv2_050,,mobilevitv2_050,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViTV2-050,Image-Classification,ImageNet1K,MobileViTV2-050-ImageNet1K,MobileViTV2-050 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_075,timm,mobilevitv2_075,,mobilevitv2_075,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViTV2-075,Image-Classification,ImageNet1K,MobileViTV2-075-ImageNet1K,MobileViTV2-075 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_100,timm,mobilevitv2_100,,mobilevitv2_100,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViTV2-100,Image-Classification,ImageNet1K,MobileViTV2-100-ImageNet1K,MobileViTV2-100 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_125,timm,mobilevitv2_125,,mobilevitv2_125,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViTV2-125,Image-Classification,ImageNet1K,MobileViTV2-125-ImageNet1K,MobileViTV2-125 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_150,timm,mobilevitv2_150,,mobilevitv2_150,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViTV2-150,Image-Classification,ImageNet1K,MobileViTV2-150-ImageNet1K,MobileViTV2-150 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_150_384_in22ft1k,timm,mobilevitv2_150_384_in22ft1k,,mobilevitv2_150_384,image_classification,"['imagenet1k', 'imagenet21k']",Hybrid,Supervised,Vision,MobileViTV2-150-384,Image-Classification,ImageNet1K+ImageNet21K,MobileViTV2-150-384-ImageNet1K+ImageNet21K,MobileViTV2-150-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_150_in22ft1k,timm,mobilevitv2_150_in22ft1k,,mobilevitv2_150,image_classification,"['imagenet1k', 'imagenet21k']",Hybrid,Supervised,Vision,MobileViTV2-150,Image-Classification,ImageNet1K+ImageNet21K,MobileViTV2-150-ImageNet1K+ImageNet21K,MobileViTV2-150 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_175,timm,mobilevitv2_175,,mobilevitv2_175,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViTV2-175,Image-Classification,ImageNet1K,MobileViTV2-175-ImageNet1K,MobileViTV2-175 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_175_384_in22ft1k,timm,mobilevitv2_175_384_in22ft1k,,mobilevitv2_175_384,image_classification,"['imagenet1k', 'imagenet21k']",Hybrid,Supervised,Vision,MobileViTV2-175-384,Image-Classification,ImageNet1K+ImageNet21K,MobileViTV2-175-384-ImageNet1K+ImageNet21K,MobileViTV2-175-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_175_in22ft1k,timm,mobilevitv2_175_in22ft1k,,mobilevitv2_175,image_classification,"['imagenet1k', 'imagenet21k']",Hybrid,Supervised,Vision,MobileViTV2-175,Image-Classification,ImageNet1K+ImageNet21K,MobileViTV2-175-ImageNet1K+ImageNet21K,MobileViTV2-175 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_200,timm,mobilevitv2_200,,mobilevitv2_200,image_classification,imagenet1k,Hybrid,Supervised,Vision,MobileViTV2-200,Image-Classification,ImageNet1K,MobileViTV2-200-ImageNet1K,MobileViTV2-200 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_200_384_in22ft1k,timm,mobilevitv2_200_384_in22ft1k,,mobilevitv2_200_384,image_classification,"['imagenet1k', 'imagenet21k']",Hybrid,Supervised,Vision,MobileViTV2-200-384,Image-Classification,ImageNet1K+ImageNet21K,MobileViTV2-200-384-ImageNet1K+ImageNet21K,MobileViTV2-200-384 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mobilevitv2_200_in22ft1k,timm,mobilevitv2_200_in22ft1k,,mobilevitv2_200,image_classification,"['imagenet1k', 'imagenet21k']",Hybrid,Supervised,Vision,MobileViTV2-200,Image-Classification,ImageNet1K+ImageNet21K,MobileViTV2-200-ImageNet1K+ImageNet21K,MobileViTV2-200 trained on image classification using the ImageNet1K and ImageNet21K datasets.,https://github.com/rwightman/pytorch-image-models/,
timm_mvitv2_base,timm,mvitv2_base,,mvitv2_base,image_classification,imagenet1k,Transformer,Supervised,Vision,MViTV2-Base,Image-Classification,ImageNet1K,MViTV2-Base-ImageNet1K,MViTV2-Base trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mvitv2_large,timm,mvitv2_large,,mvitv2_large,image_classification,imagenet1k,Transformer,Supervised,Vision,MViTV2-Large,Image-Classification,ImageNet1K,MViTV2-Large-ImageNet1K,MViTV2-Large trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mvitv2_small,timm,mvitv2_small,,mvitv2_small,image_classification,imagenet1k,Transformer,Supervised,Vision,MViTV2-Small,Image-Classification,ImageNet1K,MViTV2-Small-ImageNet1K,MViTV2-Small trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_mvitv2_tiny,timm,mvitv2_tiny,,mvitv2_tiny,image_classification,imagenet1k,Transformer,Supervised,Vision,MViTV2-Tiny,Image-Classification,ImageNet1K,MViTV2-Tiny-ImageNet1K,MViTV2-Tiny trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_nasnetalarge,timm,nasnetalarge,,nasnetalarge,image_classification,imagenet1k,Convolutional,Supervised,Vision,NASNetA-Large,Image-Classification,ImageNet1K,NASNetA-Large-ImageNet1K,NASNetA-Large trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_nf_regnet_b1,timm,nf_regnet_b1,,nf_regnet_b1,image_classification,imagenet1k,Convolutional,Supervised,Vision,NF-RegNet-B1,Image-Classification,ImageNet1K,NF-RegNet-B1-ImageNet1K,NF-RegNet-B1 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_nf_resnet50,timm,nf_resnet50,,nf_resnet50,image_classification,imagenet1k,Convolutional,Supervised,Vision,NF-ResNet50,Image-Classification,ImageNet1K,NF-ResNet50-ImageNet1K,NF-ResNet50 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_nfnet_l0,timm,nfnet_l0,,nfnet_l0,image_classification,imagenet1k,Convolutional,Supervised,Vision,NFNet-L0,Image-Classification,ImageNet1K,NFNet-L0-ImageNet1K,NFNet-L0 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_b_224,timm,pit_b_224,,pit_b_224,image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-B-224,Image-Classification,ImageNet1K,PiT-B-224-ImageNet1K,PiT-B-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_b_distilled_224,timm,pit_b_distilled_224,,pit_b_distilled_224,distilled_image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-B-Distilled-224,Distilled-Image-Classification,ImageNet1K,PiT-B-Distilled-224-ImageNet1K,PiT-B-Distilled-224 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_s_224,timm,pit_s_224,,pit_s_224,image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-S-224,Image-Classification,ImageNet1K,PiT-S-224-ImageNet1K,PiT-S-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_s_distilled_224,timm,pit_s_distilled_224,,pit_s_distilled_224,distilled_image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-S-Distilled-224,Distilled-Image-Classification,ImageNet1K,PiT-S-Distilled-224-ImageNet1K,PiT-S-Distilled-224 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_ti_224,timm,pit_ti_224,,pit_ti_224,image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-Ti-224,Image-Classification,ImageNet1K,PiT-Ti-224-ImageNet1K,PiT-Ti-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_ti_distilled_224,timm,pit_ti_distilled_224,,pit_ti_distilled_224,distilled_image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-Ti-Distilled-224,Distilled-Image-Classification,ImageNet1K,PiT-Ti-Distilled-224-ImageNet1K,PiT-Ti-Distilled-224 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_xs_224,timm,pit_xs_224,,pit_xs_224,image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-XS-224,Image-Classification,ImageNet1K,PiT-XS-224-ImageNet1K,PiT-XS-224 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pit_xs_distilled_224,timm,pit_xs_distilled_224,,pit_xs_distilled_224,distilled_image_classification,imagenet1k,Convolutional,Supervised,Vision,PiT-XS-Distilled-224,Distilled-Image-Classification,ImageNet1K,PiT-XS-Distilled-224-ImageNet1K,PiT-XS-Distilled-224 trained on image classification with knowledge distillation using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pnasnet5large,timm,pnasnet5large,,pnasnet5large,image_classification,imagenet1k,Convolutional,Supervised,Vision,PNASNet5Large,Image-Classification,ImageNet1K,PNASNet5Large-ImageNet1K,PNASNet5Large trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_poolformer_m36,timm,poolformer_m36,,poolformer_m36,image_classification,imagenet1k,Convolutional,Supervised,Vision,PoolFormer-M36,Image-Classification,ImageNet1K,PoolFormer-M36-ImageNet1K,PoolFormer-M36 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_poolformer_m48,timm,poolformer_m48,,poolformer_m48,image_classification,imagenet1k,Convolutional,Supervised,Vision,PoolFormer-M48,Image-Classification,ImageNet1K,PoolFormer-M48-ImageNet1K,PoolFormer-M48 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_poolformer_s12,timm,poolformer_s12,,poolformer_s12,image_classification,imagenet1k,Convolutional,Supervised,Vision,PoolFormer-S12,Image-Classification,ImageNet1K,PoolFormer-S12-ImageNet1K,PoolFormer-S12 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_poolformer_s24,timm,poolformer_s24,,poolformer_s24,image_classification,imagenet1k,Convolutional,Supervised,Vision,PoolFormer-S24,Image-Classification,ImageNet1K,PoolFormer-S24-ImageNet1K,PoolFormer-S24 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_poolformer_s36,timm,poolformer_s36,,poolformer_s36,image_classification,imagenet1k,Convolutional,Supervised,Vision,PoolFormer-S36,Image-Classification,ImageNet1K,PoolFormer-S36-ImageNet1K,PoolFormer-S36 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pvt_v2_b0,timm,pvt_v2_b0,,pvt_v2_b0,image_classification,imagenet1k,Convolutional,Supervised,Vision,PVT-V2-B0,Image-Classification,ImageNet1K,PVT-V2-B0-ImageNet1K,PVT-V2-B0 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pvt_v2_b1,timm,pvt_v2_b1,,pvt_v2_b1,image_classification,imagenet1k,Convolutional,Supervised,Vision,PVT-V2-B1,Image-Classification,ImageNet1K,PVT-V2-B1-ImageNet1K,PVT-V2-B1 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pvt_v2_b2,timm,pvt_v2_b2,,pvt_v2_b2,image_classification,imagenet1k,Convolutional,Supervised,Vision,PVT-V2-B2,Image-Classification,ImageNet1K,PVT-V2-B2-ImageNet1K,PVT-V2-B2 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pvt_v2_b2_li,timm,pvt_v2_b2_li,,pvt_v2_b2_li,image_classification,imagenet1k,Convolutional,Supervised,Vision,PVT-V2-B2-LI,Image-Classification,ImageNet1K,PVT-V2-B2-LI-ImageNet1K,PVT-V2-B2-LI trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pvt_v2_b3,timm,pvt_v2_b3,,pvt_v2_b3,image_classification,imagenet1k,Convolutional,Supervised,Vision,PVT-V2-B3,Image-Classification,ImageNet1K,PVT-V2-B3-ImageNet1K,PVT-V2-B3 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pvt_v2_b4,timm,pvt_v2_b4,,pvt_v2_b4,image_classification,imagenet1k,Convolutional,Supervised,Vision,PVT-V2-B4,Image-Classification,ImageNet1K,PVT-V2-B4-ImageNet1K,PVT-V2-B4 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_pvt_v2_b5,timm,pvt_v2_b5,,pvt_v2_b5,image_classification,imagenet1k,Convolutional,Supervised,Vision,PVT-V2-B5,Image-Classification,ImageNet1K,PVT-V2-B5-ImageNet1K,PVT-V2-B5 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetv_040,timm,regnetv_040,,regnetv_040,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetV-040,Image-Classification,ImageNet1K,RegNetV-040-ImageNet1K,RegNetV-040 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetv_064,timm,regnetv_064,,regnetv_064,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetV-064,Image-Classification,ImageNet1K,RegNetV-064-ImageNet1K,RegNetV-064 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_002,timm,regnetx_002,,regnetx_002,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-002,Image-Classification,ImageNet1K,RegNetX-002-ImageNet1K,RegNetX-002 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_004,timm,regnetx_004,,regnetx_004,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-004,Image-Classification,ImageNet1K,RegNetX-004-ImageNet1K,RegNetX-004 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_006,timm,regnetx_006,,regnetx_006,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-006,Image-Classification,ImageNet1K,RegNetX-006-ImageNet1K,RegNetX-006 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_008,timm,regnetx_008,,regnetx_008,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-008,Image-Classification,ImageNet1K,RegNetX-008-ImageNet1K,RegNetX-008 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_016,timm,regnetx_016,,regnetx_016,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-016,Image-Classification,ImageNet1K,RegNetX-016-ImageNet1K,RegNetX-016 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_032,timm,regnetx_032,,regnetx_032,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-032,Image-Classification,ImageNet1K,RegNetX-032-ImageNet1K,RegNetX-032 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_040,timm,regnetx_040,,regnetx_040,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-040,Image-Classification,ImageNet1K,RegNetX-040-ImageNet1K,RegNetX-040 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_064,timm,regnetx_064,,regnetx_064,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-064,Image-Classification,ImageNet1K,RegNetX-064-ImageNet1K,RegNetX-064 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_080,timm,regnetx_080,,regnetx_080,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-080,Image-Classification,ImageNet1K,RegNetX-080-ImageNet1K,RegNetX-080 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_120,timm,regnetx_120,,regnetx_120,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-120,Image-Classification,ImageNet1K,RegNetX-120-ImageNet1K,RegNetX-120 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_160,timm,regnetx_160,,regnetx_160,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-160,Image-Classification,ImageNet1K,RegNetX-160-ImageNet1K,RegNetX-160 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetx_320,timm,regnetx_320,,regnetx_320,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetX-320,Image-Classification,ImageNet1K,RegNetX-320-ImageNet1K,RegNetX-320 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_002,timm,regnety_002,,regnety_002,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-002,Image-Classification,ImageNet1K,RegNetY-002-ImageNet1K,RegNetY-002 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_004,timm,regnety_004,,regnety_004,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-004,Image-Classification,ImageNet1K,RegNetY-004-ImageNet1K,RegNetY-004 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_006,timm,regnety_006,,regnety_006,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-006,Image-Classification,ImageNet1K,RegNetY-006-ImageNet1K,RegNetY-006 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_008,timm,regnety_008,,regnety_008,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-008,Image-Classification,ImageNet1K,RegNetY-008-ImageNet1K,RegNetY-008 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_016,timm,regnety_016,,regnety_016,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-016,Image-Classification,ImageNet1K,RegNetY-016-ImageNet1K,RegNetY-016 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_032,timm,regnety_032,,regnety_032,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-032,Image-Classification,ImageNet1K,RegNetY-032-ImageNet1K,RegNetY-032 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_040,timm,regnety_040,,regnety_040,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-040,Image-Classification,ImageNet1K,RegNetY-040-ImageNet1K,RegNetY-040 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_064,timm,regnety_064,,regnety_064,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-064,Image-Classification,ImageNet1K,RegNetY-064-ImageNet1K,RegNetY-064 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_080,timm,regnety_080,,regnety_080,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-080,Image-Classification,ImageNet1K,RegNetY-080-ImageNet1K,RegNetY-080 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_120,timm,regnety_120,,regnety_120,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-120,Image-Classification,ImageNet1K,RegNetY-120-ImageNet1K,RegNetY-120 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_160,timm,regnety_160,,regnety_160,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-160,Image-Classification,ImageNet1K,RegNetY-160-ImageNet1K,RegNetY-160 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnety_320,timm,regnety_320,,regnety_320,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetY-320,Image-Classification,ImageNet1K,RegNetY-320-ImageNet1K,RegNetY-320 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetz_040,timm,regnetz_040,,regnetz_040,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetZ-040,Image-Classification,ImageNet1K,RegNetZ-040-ImageNet1K,RegNetZ-040 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetz_040h,timm,regnetz_040h,,regnetz_040h,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetZ-040H,Image-Classification,ImageNet1K,RegNetZ-040H-ImageNet1K,RegNetZ-040H trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetz_b16,timm,regnetz_b16,,regnetz_b16,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetZ-B16,Image-Classification,ImageNet1K,RegNetZ-B16-ImageNet1K,RegNetZ-B16 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
timm_regnetz_c16,timm,regnetz_c16,,regnetz_c16,image_classification,imagenet1k,Convolutional,Supervised,Vision,RegNetZ-C16,Image-Classification,ImageNet1K,RegNetZ-C16-ImageNet1K,RegNetZ-C16 trained on image classification using the ImageNet1K dataset.,https://github.com/rwightman/pytorch-image-models/,
